app_detail_url	country	created_for	data_sources	developers	lang	platforms	source_code_url	summary	technology	title	url
http://www.dati.gov.it/content/mypescara	Italy	Comune di Pescara			IT	Android, iOS		La città del Vate, capoluogo di provincia, diventa Smart. Con un "touch" su smartphone o tablet, il cittadino potrà essere aggiornato in tempo reale su quanto accade nella sua città: bandi pubblici e informazioni di servizio ma anche eventi, attività culturali, fiere e mercatini. Informazione e interazione, in un'ottica di E-Democracy, creano una nuova sinergia tra l'amministrazione comunale e il tessuto sociale e produttivo. Un nuovo strumento mobile, che attraverso la tecnologia delle push notifiche e del marketing di prossimità, proietta la città di Pescara in un'ottica 2.0.Disponibile gratuitamente su Apple Store (sia per iPhone 3G, 4, 4s, 5 sia per iPad 2, 3, 4) e su Play Store (l'app è compatibile per tutti i dispositivi Android Smartphone e Tablet dalla versione 1.6 alla 4.2 ultima release e supporta tutti i tipi di schermo).		MyPescara	https://itunes.apple.com/it/app/mypescara/id663231473?mt=8	
http://www.dati.gov.it/content/myclusone	Italy	Comune di Clusone			IT	Android, iOS		MyCity è la prima Civic App Istituzionale sviluppata per le specifiche esigenze del Comune 2.0.1. L’applicazione si pone come un nuovo strumento, strutturato per la tecnologia mobile, in grado di garantire una comunicazione efficace, immediata e costante tra l’Amministratore pubblico ed il cittadino.2. È possibile fruire, anche in modalità offline, informazioni utili sull’amministrazione comunale della città, sulle associazioni più attive sul territorio, le attività commerciali della zona e le iniziative culturali più interessanti.3. ll Comune potrà raggiungere attraverso un nuovo strumento di comunicazione, tecnologicamente avanzato, tutte le categorie (Cittadini, Utenti dei servizi, Turisti, Partecipanti ed organizzatori delle iniziative culturali, Imprese / Associazioni).4. L'ultima release (versione 2.5), oltre a una veste ancora più performante, ha potenziato il servizio Notifiche Push Istituzionali, e inserito la tecnologia Realtà Aumentata in grado di arricchire i percorsi del territorio con informazioni e contenuti che riceviamo dall'ambiente intorno a noi.Disponibile in: Italiano, Inglese, Tedesco, Francese, Spagnolo.		MyClusone	https://itunes.apple.com/it/app/myclusone/id630539755?mt=8	
http://www.dati.gov.it/content/open-veneto	Italy	Regione Veneto 			IT	Windows Phone		Applicazione che sfrutta gli open data anagrafici della popolazione dei vari comuni veneti negli anni. Obiettivo di Open Veneto è quello di presentare in forma più "piacevole" le statistiche anagrafiche del Veneto degli ultimi 20 anni circa.App gratuita sviluppata nel corso di Ingegneria del Software all'Università Ca' Foscari nell'A.A. 2013/2014.		Open Veneto	http://www.windowsphone.com/it-it/store/app/open-veneto/ec507140-3d05-4a91-a461-c71395aced1d	
http://www.dati.gov.it/content/previsioni-meteo-widget	Italy	ARPAV			IT	Android		L'applicazione permette di avere sulla home screen dello smartphone le previsioni meteo ARPAV per comune. Le informazioni disponibili sono lo stato del cielo, le temperature e le precipitazioni previste, aggiornate ogni giorno attraverso il bollettino meteo di ARPAV.		Previsioni Meteo Widget	https://play.google.com/store/apps/details?id=it.veneto.arpa&hl=it	
http://www.dati.gov.it/content/arpav-neve-e-valanghe	Italy	ARPAV			IT	Android, iOS, Windows Phone		L’applicazione permette di conoscere il pericolo di valanghe e lo stato del manto nevoso per 5 zone climaticamente omogenee del territorio montano regionale. Una volta selezionata la zona di interesse l’applicazione fornisce informazioni di dettaglio che riguardano il grado di pericolo, la localizzazione dei luoghi pericolosi, la tipologia di valanghe previste e la quantità di neve fresca prevista.E' inoltre possibile visualizzare le stazioni nivometeo che ricadono in ciascuna zona e consultare i grafici di temperatura e altezza neve relativi alle ultime 48 ore.		ARPAV Neve e Valanghe	https://itunes.apple.com/it/app/app-arpav-neve-e-valanghe/id824751575?mt=8	
http://www.dati.gov.it/content/arpav-qualit%C3%A0-aria	Italy	ARPAV			IT	Android, iOS		L'applicazione permette di visualizzare i livelli di Ozono e di PM10 rilevati nelle stazioni di monitoraggio ARPAV dislocate nel territorio regionale.È possibile consultare i dati in diretta, con gli andamenti dei 2 parametri visualizzati graficamente, e i dati validati giornalmente da ARPAV.		ARPAV Qualità Aria	https://itunes.apple.com/us/app/app-arpav-qualita-aria/id714970896?mt=8	
http://www.dati.gov.it/content/arpav-pollini	Italy	ARPAV			IT	Android, iOS		L’applicazione permette di conoscere il livello delle concentrazioni dei pollini in aria per le principali famiglie allergeniche, come misurato dalle stazioni di rilevamento presenti nel territorio regionale veneto. Disponibile anche servizio di allerta, nel caso di aumento delle concentrazioni, per stazioni e famiglie selezionate come preferite		ARPAV Pollini	https://itunes.apple.com/us/app/app-arpav-pollini/id626808874	
http://www.dati.gov.it/content/sciacca-0	Italy	Comune di Sciacca			IT	Android		DescrizioneSciacca Comune della Provincia di Agrigento - 92019 - Regione Sicilia - ItaliaCon il PATROCINIO del Comune di SciaccaL’App è composta attualmente da 11 Sezioni:-Sezione 1 INFO dedicata alle informazioni generiche sulla località;-Sezione 2 METEO dedicata alle previsioni meteo locali;-Sezione 3 NEWS dedicata alle News della città;-Sezione 4 FOTO dove è possibile visionare album fotografici;-Sezione 5 INVIA FOTO dedicata all’invio delle foto per l’album;-Sezione 6 SERVIZI con sub sezioni dedicate alla ristorazione, accoglienza, svago, messaggi;-Sezione 7 MONUMENTI con l’elenco di tutti i monumenti della città con descrizione, ubicazione in mappa e foto a 360 gradi in 3D;-Sezione 8 SPECIALI dedicata ai luoghi caratteristici ed esclusivi della città, con descrizione, ubicazione in mappa e foto a 360 gradi in 3D, ed alla storia e alle realtà economiche presenti sul territorio;-Sezione 9 PROFESSIONI dedicata alle professionalità presenti nel territorio;-Sezione 10 SHOPPING dedicata alle attività economiche presenti nel territorio;-Sezione 11 CARNEVALE 2014 descritta di seguito;Sezione CARNEVALE 2014La sezione comprende:-1 Scheda dedicata al Presidio Medico di via Roma;-1 Scheda dedicata al Presidio Medico presso la Villa Comunale;-1 Scheda dedicata al Pizza Village;-1 Scheda dedicata al Villaggio dei Bambini;-5 Schede dedicate alle Aree di Parcheggio;-1 Scheda dedicata al Programma della Manifestazione;ciascuna di queste schede riporterà riferimenti di mappa, foto, descrizione e possibilità di telefonare senza digitare il numero.Sono presenti inoltre:-1 Scheda dedicata all’invio di messaggi da parte del pubblico;-1 Scheda dedicata all’invio delle foto da parte del pubblico;-news e comunicazioni di servizio utili da parte dell’Amministrazione.Tramite il tasto sinistro del proprio cellulare, si accede ad un menù che, tra le varie funzioni, offre la possibilità di condividere tutto con chiunque tramite e-mail, social network e tutti i sistemi di comunicazione di cui è dotato il proprio cellulare…es. bluetooth ecc…		A Sciacca	https://play.google.com/store/apps/details?id=asciacca.com	
http://www.dati.gov.it/content/arpav-livelli-idrometrici	Italy	ARPAV			IT	Android		L'applicazione riporta la situazione dei fiumi del Veneto accedendo ai dati sui quantitativi di pioggia caduta o sul livello idrico raggiunto dai fiumi negli ultimi 3 giorni.Una volta selezionata la stazione di monitoraggio è possibile visualizzare il grafico con i valori registrati dai sensori.		ARPAV Livelli Idrometrici	https://play.google.com/store/apps/details?id=it.arpav.mobile.apparpav.main	
http://www.dati.gov.it/content/lavoro-provincia-di-roma	Italy	Iniziativa privata			IT	Windows Phone		"Lavoro Provincia di Roma” è l’app Windows Phone che mostra i centri per l’impiego (ex uffici di collocamento) più vicini all'utente nel territorio della provincia di Roma. L’app usa come sorgente i dataset offerti nel portale Open Data della Provincia di Roma.		Lavoro Provincia di Roma	http://www.windowsphone.com/it-it/store/app/lavoro-provincia-di-roma/c0186807-d6b6-43be-8605-26883d5be6cb	
http://www.dati.gov.it/content/wifi-provincia-di-roma	Italy	Iniziativa privata			IT	Windows Phone		"WiFi Provincia di Roma" è l'app Windows Phone che mostra gli access point di "Provincia WiFi" più vicini alla propria posizione. Provincia WiFi è il servizio della Provincia di Roma che ti offre l'accesso a internet gratuito e senza fili nel territorio. L'app usa come sorgente i dataset offerti nel portale Open Data della Provincia di Roma, pertanto si declina ogni responsabilità derivante da dati scorretti o non aggiornati.L'app fa uso dei servizi di posizionamento, al solo scopo di mostrarti quali sono gli access point più vicini a te. Non viene tenuta traccia in nessun modo dei tuoi spostamenti, e questi non vengono comunicati all'esterno.		WiFi Provincia di Roma	http://www.windowsphone.com/s?appid=48c00c08-fdc0-423b-86f2-7badb0930378	
http://www.dati.gov.it/content/roma-traffic	Italy				IT	iOS		Roma TrafficRoma Traffic è una app che utilizzando i dati del traffico forniti dalla Provincia di Roma come Open Data, e permette di avere la mappa dettagliata del traffico di Roma e provincia. Rispetto alle altre app sul traffico, questa app permette un dettaglio a livello di strada molto elevato e consente di visualizzare aree normalmente ignorate da altre app dello stesso genere. Inoltre è stata sviluppata per utilizzare pochissimo traffico dati e pochissime risorse del dispositivo, in modo da ottimizzare i consumi. La disponibilità dei dati del traffico dipende dalla messa online da parte della Provincia di Roma e non è gestibile dallo sviluppatore di questa app. Ottimizzata per iPhone 4 o superiori.		Roma Traffic	https://itunes.apple.com/us/app/roma-traffic/id788491892?l=it&ls=1&mt=8	
http://www.dati.gov.it/content/planner-interattivo-delle-vaccinazioni-0	Italy	Ministero della salute			IT	Android, iOS, Windows Phone		L' App suggerisce le vaccinazioni da fare e quando farle, ed è anche un utile pro-memoria per ricordare le dosi già somministrate. Basta inpostare i dati del bambino, aggiungere, se si vuole, una sua foto e i riferimenti del pediatra. L’App propone le date consigliate per la prima dose dei vaccini (in base al Piano nazionale vaccini 2012-2014). Una volta inserita la data della prima vaccinazione effettuata, l’App  segue e aggiorna le date dei richiami. Dopo ogni vaccinazione inserita, è possibile far giocare il bambino facendogli schiacciare le immagini di virus e batteri con un semplice tap. L’App non sostituisce il certificato ufficiale di vaccinazione, che può essere rilasciato esclusivamente dall’ente pubblico che la effettua, e non sostituisce il parere e la prescrizione del pediatra.		Planner interattivo delle vaccinazioni	http://www.windowsphone.com/it-it/store/app/planner-vaccini/2eb1d7a9-fb19-4c43-a577-043493ef187c	
http://www.dati.gov.it/content/terre-di-riviera	Italy	GAL Riviera dei Fiori			IT	Android, iOS		Descrizione e promozione delle peculiarità territoriali, culturali, enogastronomiche e ricettive dei 26 Comuni "Gal Riviera", promozione del turismo locale attraverso la presentazione di elementi paesistici e artistici ed eventi e offerta di servizi di promozione per gli operatori territoriali.www.terrediriviera.it		Terre di Riviera	https://itunes.apple.com/it/app/id714133069?mt=8	
http://www.dati.gov.it/content/asili-nido-roma-open-data	Italy				IT	Android		Questa applicazione fornisce l'elenco degli asili nido comunali e in convenzione completo di indirizzo, numero di telefono e orari per municipio, numero e sesso degli iscritti.DISCLAIMER - Questa applicazione NON è in alcun modo collegata all'amministrazione di Roma Capitale. Tutti i dati contenuti sono disponibili in modalità aperta sul portale realizzato da Roma Capitale all'indirizzo www.dati.comune.roma.it.		Asili nido a Roma (Open Data)	https://play.google.com/store/apps/details?id=it.novaromadesign.romacapitaleopendata.asilinido	
http://www.dati.gov.it/content/colonnine-elettriche-next-charge	Italy				IT	Android, iOS		Next Charge é una applicazione gratuita che ti permette di trovare, prenotare e attivare le colonnine di elettriche.l sistema di prenotazione rappresenta invece un metodo intelligente per riservarsi un parcheggio in zone altamente frequentate. L'applicazione libera l'utente da tessere di riconoscimento, pagando al momento della ricarica e offrendo un sistema di prenotazione sicuro e protetto, tutto in pochi semplici passi. No login, password o dati personali sono richiesti.L'applicazione è rapida e facile, con più di 10.000 stazioni elettriche.Apple Store: https://itunes.apple.com/it/app/next-charge/id614946715Play Store: https://play.google.com/store/apps/details?id=com.goelectricstations.nex...Maggiori Informazioni su: www.goelectricstations.it		Colonnine Elettriche - Next Charge	https://itunes.apple.com/it/app/next-charge/id614946715	
http://www.dati.gov.it/content/open-medical-puglia	Italy				IT	Android		DescrizioneOpen Medical Puglia è un’applicazione sviluppata con lo scopo di aiutare i cittadini a trovare senza fatica le strutture mediche della provincia di Bari e gli studi medici dell'intera Puglia.Le strutture sono divisi in categorie: presidi ospedalieri e studi medici e le liste vengono aggiornate seguendo la posizione dell’utente.Per ogni struttura sono visualizzate alcune informazioni base ricavate dagli Open Data del Comune di Bari (denominazione, distanza,comune, recapito telefonico, indirizzo) e la posizione su una mappa con visualizzazione del traffico in tempo reale con relative colorazioni delle strade.L’applicazione inoltre :•Permette di aprire rapidamente il navigatore per raggiungere l'ospedale o studio medico scelto.•Consente di cercare su Google più informazioni circa le strutture sanitarie.•Permette di visionare i reparti operativi per ogni presidio ospedaliero.•Consente di avviare una chiamata all' ospedale selezionato.La ricerca degli studi medici è effettuata per nome, cognome, comune e specializzazione(pediatra, generico,..) del medico.L'elenco degli studi medici proviene dai dataset del nuovo portale Open Data della regione Puglia.Dataset usati:http://www.dati.puglia.it/portal/page/portal/datipuglia/anteprimadataset...http://opendata.comune.bari.it/dataset/ospedali		Open Medical Puglia	https://play.google.com/store/apps/details?id=com.patriziolerede.opendata	
http://www.dati.gov.it/content/parla-arpal	Italy	Agenzia Regionale per la protezione dell'Ambiente Ligure			IT	Android		Ti interessa l’ambiente in cui vivi? Il meteo, la balneazione, i pollini? Per rimanere aggiornato con le notizie dell’Agenzia Regionale per la Protezione dell’Ambiente Ligure scarica la nuova applicazione Parla Arpal, il modo più facile per ricevere sul tuo dispositivo mobile tutte le novità del mondo Arpal.		Parla ARPAL	https://play.google.com/store/apps/details?id=com.wParlaArpal&hl=it	
http://www.dati.gov.it/content/giardini-del-lago-di-como	Italy	Provincia di Como			IT	iOS		Una guida digitale per scoprire i meravigliosi giardini e parchi botanici aperti al pubblico che si trovano in Provincia di Como, molti dei quali sul ramo occidentale del Lago di Como.“Niente al mondo può essere paragonato al fascino di queste giornate ardenti trascorse sui laghi del Milanese”.Questo è ciò che Stendhal, nel lontano 1817, scriveva per esprimere le emozioni provate al rientro da una visita ai giardini di Villa Melzi a Bellagio.La stessa meraviglia, lo stesso incanto è ciò che l’Assessorato al Turismo della Provincia di Como, in collaborazione con la Camera di Commercio di Como e il network Grandi Giardini Italiani, si augura che provino tutti coloro che, appassionati o semplici turisti, si recheranno a visitare questi capolavori d’arte paesaggistica che si affacciano sul lago di Como.		Giardini del Lago di Como	http://itunes.apple.com/it/app/gardens-lake-como-west-branch/id502416492?mt=8	
http://www.dati.gov.it/content/razionalismo-provincia-di-como	Italy	Provincia di Como			IT	iOS		Itinerario multimediale tra le architetture razionaliste del Novecento in provincia di Como, realizzato nell’ambito del Progetto Integrato d’Area (PIA) “Ecolarius. Diffondere la cultura dell’ambiente e del paesaggio tra lago e montagna” del Programma Operativo di Competitività POR-FESR 2007-2013 per i Piani Integrati d’Area “ambiente, cultura, turismo”.“Benvenuti sul lago di Como.Tra Como e Tremezzo si trovano le opere più note del Razionalismo italiano, l’importante corrente dell’architettura europea che si è sviluppata in Italia tra gli anni 20 e gli anni 40 del Novecento.”Narratori professionisti vi guideranno alla scoperta degli edifici progettati da Giuseppe Terragni, Cesare Cattaneo e Pietro Lingeri nel territorio lariano.		Razionalismo in Provincia di Como	http://itunes.apple.com/it/app/razionalismo-in-provincia/id708396280?mt=8	
http://www.dati.gov.it/content/maec-parco	Italy	Comune di Cortona			IT	iOS		L'applicazione descrive il progetto di valorizzazione del Parco Archeologico del Comune di Cortona (AR). Sono riportati i percorsi, i punti di interesse, il livello di difficoltà di ogni percorso, la lunghezza in km. e le fonti d'acqua. L'applicazione non richiede collegamento ad internet.		Maec Parco	https://itunes.apple.com/us/app/maecparco/id666428716?l=it&ls=1&mt=8	
http://www.dati.gov.it/node/9033	Italy	Ministero della Salute			IT	Android, iOS, Windows Phone		Il Ministero della Salute, in collaborazione con l’Istituto Superiore di Sanità, ha realizzato in occasione della Giornata mondiale contro il tabacco 2013 l’App “Quanto fumi?” per acquisire consapevolezza della propria dipendenza dal fumo e stimolare il fumatore a migliorare la propria salute.L’applicazione fornisce la percezione di quanto si fuma e della dipendenza dal fumo. Il fumatore può infatti sperimentare la riduzione del consumo giornaliero di sigarette del 20 per cento rispetto a quello abituale e se lo desidera può facilmente entrare in contatto con il numero verde dell’OssFAD dell’ISS per un aiuto a smettere o per trovare il centro antifumo più vicino.Prima di mettersi alla prova, il fumatore può fare il test di Fagerström per stabilire la sua dipendenza dal fumo. Può inoltre verificare i propri risultati grazie a semplici grafici.Questa App non sostituisce in alcun modo l’attività del medico o dei centri antifumo. Il Ministero della Salute declina ogni responsabilità in merito all’uso improprio delle informazioni contenute nella App e invita gli utenti a rivolgersi sempre e comunque al proprio medico o al Telefono Verde contro il Fumo 800 55 40 88 per una consulenza sulle problematiche legate al tabagismo.Il Ministero della Salute non raccoglie e non utilizza alcun dato, sensibile o personale, inserito dagli utenti nella App: i dati inseriti dagli utenti vengono salvati sul dispositivo mobile dall’utente ad esclusivo uso del corretto funzionamento della App.Il Ministero della Salute declina ogni responsabilità in caso di invio facoltativo, esplicito e volontario di dati tramite posta elettronica agli indirizzi registrati dall’utente.		Quanto Fumi?	http://www.windowsphone.com/it-it/store/app/quanto-fumi/126f32e2-436f-4de8-9ca8-dd2278fc3396	
http://www.dati.gov.it/content/eurestag	Italy	Ministero del Lavoro e delle Politiche Sociali			IT	iOS		EuresTag è un gioco di abilità che permette di sperimentare la propria conoscenza dell'Europa.E' creato da Eures, il Portale Europeo della Mobilità Professionale, che offre un aiuto concreto a chi cerca lavoro in Europa. Il funzionamento è molto semplice:  è necessario individuare sulla scacchiera il nome del Paese dello Spazio Economico Europeo scorrendo con il dito in tutte le direzioni e in entrambi i sensi. Nella schermata successiva è necessario trovare, nell’arco di 1 minuto,  le 9 parole legate al Paese selezionato (capitale, moneta, piatto tipico ecc.). L’applicazione consente, inoltre, di condividere con gli amici il risultato e consultare la scheda del Paese per saperne di più e imparare delle semplici, ma fondamentali, regole per affrontare con successo un colloquio di lavoro.		EURESTAG	https://itunes.apple.com/it/app/eurestag/id658760854?mt=8	
http://www.dati.gov.it/content/imibac-museum	Italy	Ministero per i Beni e le Attività Culturali			IT	Android, iOS		Una nuova applicazione per cercare e filtrare eventi, esibizioni, percorsi e siti culturali in Italia.		iMiBAC Museum	https://itunes.apple.com/it/app/imibac-museum/id536630861?l=en&mt=8	
http://www.dati.gov.it/content/esplorami	Italy	Comune di Milano			IT	iOS		esploraMI sfrutta alcuni dei dataset messi a disposizione dal Comune di Milano, per fornire al cittadino informazioni utili sui servizi disponibili in città. Si possono ottenere informazioni su musei, piscine, farmacie, piste ciclabili, bike sharing, car sharing, aree cani, parchi e molto altro ancora!I servizi vengono visualizzati su di una mappa e l'utente può, con estrema semplicità, ottenere molte informazioni utili.Questo è il link dell'app pubblicata nel contest indetto dal comune "app4mi"http://app4mi.challengepost.com/submissions/16894-esplorami		esploraMI	https://itunes.apple.com/it/app/esplorami/id689953011?l=it&ls=1&mt=8	
http://www.dati.gov.it/content/b-time-3	Italy	Provincia di Livorno			IT	Android, iOS		Orari al pubblico autobus linee corse aziende trasporto toscane - TIEMME , CTT nord , ATM, ATL , Livorno, Piombino, Rosignano, Cecina, Vada, Portoferraio, Elba, Val di Cornia, Campiglia - lettura codice alla fermata tramite codice qrcode - ricerca orari linee e corse - ricerca partenza destinazione - ricerca fermata - ricerca rivendita - reclami - informazioni.		B On Time	https://itunes.apple.com/it/app/b-on-time/id591677067?mt=8&ign-mpt=uo%3D2	
